,case_id,client_id,attorney,issues,hours,resolved,setteled,settlement/award
63,2025,301,Patty Hewes,"malpractice, product liability, negligence",169,2018-01-17,,
64,2025,303,Ally McBeal,"malpractice, product liability",406,2018-01-17,,
65,2025,304,Perry Mason,"malpractice, negligence",119,2018-01-17,,
66,2025,306,Rusty Sabich,"malpractice, negligence",262,2018-01-17,,
67,2025,308,Rachel Zane,"product liability, malpractice",268,2018-01-17,,
68,2025,309,Atticus Finch,"product liability, negligence, malpractice",188,2018-01-17,,
69,2025,311,Atticus Finch,malpractice,40,2018-01-17,,
70,2025,313,Daniel Kafee,negligence,306,2018-01-17,,
71,2025,315,Daniel Kafee,product liability,372,2018-01-17,,
72,2025,321,Daniel Kafee,"product liability, negligence",480,2018-01-17,,
73,2025,322,Rachel Zane,"negligence, malpractice, product liability",606,2018-01-17,,
74,2025,323,Patty Hewes,negligence,170,2018-01-17,,
75,2025,325,JoAnee Galloway,product liability,359,2018-01-17,,
76,2025,331,JoAnee Galloway,negligence,124,2018-01-17,,
77,2025,336,Rachel Zane,"product liability, negligence",167,2018-01-17,,
78,2025,338,Perry Mason,malpractice,208,2018-01-17,,
79,2025,342,Rachel Zane,malpractice,72,2018-01-17,,
80,2025,347,Patty Hewes,negligence,141,2018-01-17,,
81,2025,353,Perry Mason,"negligence, product liability, malpractice",180,2018-01-17,,
82,2025,354,Daniel Kafee,"negligence, product liability",640,2018-01-17,,
83,2025,361,Daniel Kafee,"malpractice, product liability",444,2018-01-17,,
84,2025,363,Daniel Kafee,"malpractice, product liability",508,2018-01-17,,
85,2025,369,JoAnee Galloway,"negligence, product liability",513,2018-01-17,,
86,2025,370,Atticus Finch,malpractice,142,2018-01-17,,
87,2025,375,Ally McBeal,"negligence, malpractice, product liability",601,2018-01-17,,
88,2025,378,Rusty Sabich,negligence,472,2018-01-17,,
89,2025,382,Rachel Zane,"product liability, malpractice, negligence",664,2018-01-17,,
90,2025,389,Patty Hewes,"negligence, product liability",343,2018-01-17,,
91,2025,390,Rusty Sabich,"negligence, malpractice, product liability",464,2018-01-17,,
92,2025,392,Perry Mason,product liability,267,2018-01-17,,
93,2025,394,Perry Mason,"malpractice, product liability, negligence",369,2018-01-17,,
94,2025,400,Ally McBeal,"product liability, negligence",428,2018-01-17,,
95,2025,407,JoAnee Galloway,product liability,267,2018-01-17,,
96,2025,411,Daniel Kafee,"product liability, malpractice, negligence",475,2018-01-17,,
97,2025,414,Patty Hewes,"product liability, malpractice",466,2018-01-17,,
98,2025,421,Patty Hewes,"negligence, product liability",543,2018-01-17,,
99,2025,422,Daniel Kafee,negligence,188,2018-01-17,,
100,2025,423,Patty Hewes,"negligence, product liability, malpractice",299,2018-01-17,,
101,2025,424,Rachel Zane,product liability,292,2018-01-17,,
102,2025,425,JoAnee Galloway,"malpractice, negligence, product liability",483,2018-01-17,,
103,2025,426,Patty Hewes,negligence,188,2018-01-17,,
104,2025,428,Patty Hewes,product liability,381,2018-01-17,,
105,2025,438,Daniel Kafee,"negligence, product liability",648,2018-01-17,,
106,2025,441,Rachel Zane,malpractice,67,2018-01-17,,
107,2025,442,Patty Hewes,"malpractice, negligence, product liability",432,2018-01-17,,
108,2025,445,Atticus Finch,"product liability, malpractice, negligence",189,2018-01-17,,
109,2025,447,JoAnee Galloway,product liability,319,2018-01-17,,
110,2025,448,Daniel Kafee,negligence,289,2018-01-17,,
111,2025,450,Patty Hewes,malpractice,86,2018-01-17,,
112,2025,452,Perry Mason,"malpractice, product liability",296,2018-01-17,,
113,2025,460,Patty Hewes,"product liability, negligence, malpractice",149,2018-01-17,,
114,2025,461,Daniel Kafee,malpractice,70,2018-01-17,,
115,2025,462,Rusty Sabich,"malpractice, negligence",230,2018-01-17,,
116,2025,464,JoAnee Galloway,product liability,347,2018-01-17,,
117,2025,466,JoAnee Galloway,malpractice,78,2018-01-17,,
118,2025,470,Rusty Sabich,"malpractice, negligence, product liability",235,2018-01-17,,
119,2025,472,Daniel Kafee,"product liability, negligence, malpractice",251,2018-01-17,,
120,2025,481,Rachel Zane,"negligence, product liability",182,2018-01-17,,
121,2025,485,Perry Mason,"product liability, negligence",463,2018-01-17,,
122,2025,487,Ally McBeal,"product liability, malpractice, negligence",367,2018-01-17,,
123,2025,488,Ally McBeal,"negligence, malpractice",118,2018-01-17,,
124,2025,491,Atticus Finch,malpractice,45,2018-01-17,,
125,2025,494,Patty Hewes,malpractice,64,2018-01-17,,
126,2025,497,Ally McBeal,"negligence, product liability",291,2018-01-17,,
127,2025,503,JoAnee Galloway,negligence,219,2018-01-17,,
128,2025,505,JoAnee Galloway,"malpractice, negligence",148,2018-01-17,,
129,2025,506,Ally McBeal,"negligence, product liability",301,2018-01-17,,
130,2025,511,Ally McBeal,"product liability, malpractice, negligence",20,2018-01-17,,
131,2025,513,Ally McBeal,"product liability, malpractice",277,2018-01-17,,
132,2025,515,JoAnee Galloway,"malpractice, product liability, negligence",82,2018-01-17,,
133,2025,517,Atticus Finch,product liability,213,2018-01-17,,
134,2025,519,JoAnee Galloway,negligence,112,2018-01-17,,
135,2025,521,Perry Mason,product liability,508,2018-01-17,,
136,2025,522,Rusty Sabich,"negligence, malpractice",251,2018-01-17,,
137,2025,525,Ally McBeal,malpractice,63,2018-01-17,,
138,2025,531,Rachel Zane,malpractice,24,2018-01-17,,
139,2025,538,Patty Hewes,malpractice,49,2018-01-17,,
140,2025,547,Atticus Finch,"negligence, product liability",184,2018-01-17,,
141,2025,550,Atticus Finch,"negligence, malpractice, product liability",380,2018-01-17,,
142,2025,551,Rusty Sabich,product liability,210,2018-01-17,,
143,2025,554,Ally McBeal,"negligence, malpractice, product liability",321,2018-01-17,,
144,2025,556,Perry Mason,negligence,98,2018-01-17,,
145,2025,558,Rachel Zane,"malpractice, product liability",59,2018-01-17,,
146,2025,568,Patty Hewes,product liability,125,2018-01-17,,
147,2025,569,Rachel Zane,product liability,120,2018-01-17,,
148,2025,575,Ally McBeal,malpractice,44,2018-01-17,,
149,2025,577,Perry Mason,"malpractice, product liability, negligence",233,2018-01-17,,
150,2025,580,JoAnee Galloway,"product liability, malpractice",85,2018-01-17,,
151,2025,588,Rachel Zane,"malpractice, product liability, negligence",311,2018-01-17,,
152,2025,590,Ally McBeal,"negligence, malpractice, product liability",81,2018-01-17,,
153,2025,595,Atticus Finch,product liability,96,2018-01-17,,
154,2025,598,JoAnee Galloway,"malpractice, product liability",278,2018-01-17,,
155,2025,600,Atticus Finch,negligence,105,2018-01-17,,
156,2025,602,Daniel Kafee,product liability,142,2018-01-17,,
157,2025,605,Ally McBeal,"malpractice, product liability",192,2018-01-17,,
158,2025,607,Daniel Kafee,"negligence, malpractice, product liability",138,2018-01-17,,
159,2025,611,Patty Hewes,"product liability, negligence, malpractice",379,2018-01-17,,
160,2025,614,Atticus Finch,"product liability, negligence",368,2018-01-17,,
161,2025,620,Atticus Finch,"malpractice, product liability, negligence",170,2018-01-17,,
162,2025,627,Ally McBeal,"malpractice, negligence",138,2018-01-17,,
163,2025,634,Daniel Kafee,"negligence, malpractice",56,2018-01-17,,
164,2025,635,Rusty Sabich,"malpractice, product liability",211,2018-01-17,,
165,2025,636,Rachel Zane,"malpractice, negligence, product liability",195,2018-01-17,,
166,2025,639,Patty Hewes,"malpractice, negligence",84,2018-01-17,,
167,2025,640,Rusty Sabich,"negligence, malpractice, product liability",106,2018-01-17,,
168,2025,652,JoAnee Galloway,"product liability, negligence, malpractice",127,2018-01-17,,
169,2025,658,Atticus Finch,negligence,105,2018-01-17,,
170,2025,661,Daniel Kafee,product liability,47,2018-01-17,,
171,2025,662,Rusty Sabich,malpractice,52,2018-01-17,,
172,2025,664,Perry Mason,"product liability, negligence, malpractice",122,2018-01-17,,
173,2025,668,Ally McBeal,"negligence, product liability",118,2018-01-17,,
174,2025,671,Rusty Sabich,negligence,38,2018-01-17,,
175,2025,672,Daniel Kafee,malpractice,25,2018-01-17,,
176,2025,676,Rusty Sabich,"malpractice, negligence, product liability",224,2018-01-17,,
177,2025,678,Patty Hewes,negligence,4,2018-01-17,,
178,2025,679,Daniel Kafee,"product liability, malpractice",16,2018-01-17,,
179,2025,680,Rusty Sabich,malpractice,44,2018-01-17,,
180,2025,682,Rusty Sabich,"malpractice, product liability",143,2018-01-17,,
181,2025,689,Daniel Kafee,product liability,111,2018-01-17,,
182,2025,691,Rusty Sabich,"malpractice, negligence",122,2018-01-17,,
183,2025,692,JoAnee Galloway,"malpractice, negligence, product liability",66,2018-01-17,,
184,2025,693,Atticus Finch,"malpractice, product liability, negligence",89,2018-01-17,,
185,2025,696,Ally McBeal,negligence,21,2018-01-17,,
186,2025,699,Perry Mason,"product liability, malpractice",130,2018-01-17,,
187,2025,702,Rusty Sabich,"malpractice, negligence, product liability",154,2018-01-17,,
188,2025,709,Atticus Finch,malpractice,24,2018-01-17,,
189,2025,712,Ally McBeal,product liability,42,2018-01-17,,
190,2025,719,Rusty Sabich,"negligence, malpractice, product liability",44,2018-01-17,,
191,2025,721,Rusty Sabich,"product liability, malpractice",77,2018-01-17,,
192,2025,723,Patty Hewes,malpractice,22,2018-01-17,,
193,2025,724,JoAnee Galloway,malpractice,2,2018-01-17,,
194,2025,725,Perry Mason,product liability,21,2018-01-17,,
195,2025,730,JoAnee Galloway,"negligence, malpractice, product liability",146,2018-01-17,,
196,2025,732,JoAnee Galloway,"malpractice, negligence",39,2018-01-17,,
197,2025,741,Ally McBeal,malpractice,18,2018-01-17,,
198,2025,742,Daniel Kafee,"malpractice, negligence",24,2018-01-17,,
199,2025,749,Perry Mason,"malpractice, negligence, product liability",78,2018-01-17,,
200,2025,750,JoAnee Galloway,"malpractice, negligence",83,2018-01-17,,
201,2025,752,Rachel Zane,negligence,42,2018-01-17,,
202,2025,753,Daniel Kafee,malpractice,11,2018-01-17,,
203,2025,755,Ally McBeal,negligence,6,2018-01-17,,
204,2025,756,Patty Hewes,malpractice,9,2018-01-17,,
205,2025,757,Atticus Finch,"product liability, malpractice",23,2018-01-17,,
206,2025,762,Rachel Zane,product liability,22,2018-01-17,,
207,2025,767,Atticus Finch,"negligence, product liability",89,2018-01-17,,
208,2025,769,Rusty Sabich,product liability,37,2018-01-17,,
209,2025,770,Atticus Finch,"product liability, negligence",42,2018-01-17,,
210,2025,776,Rusty Sabich,"product liability, malpractice, negligence",53,2018-01-17,,
211,2025,777,Perry Mason,"negligence, product liability",50,2018-01-17,,
212,2025,778,Atticus Finch,negligence,24,2018-01-17,,
213,2025,784,Perry Mason,malpractice,10,2018-01-17,,
214,2025,785,Ally McBeal,"product liability, malpractice, negligence",34,2018-01-17,,
215,2025,788,Ally McBeal,product liability,12,2018-01-17,,
216,2025,795,Rusty Sabich,"negligence, malpractice",15,2018-01-17,,
217,2025,801,Perry Mason,"negligence, malpractice",19,2018-01-17,,
218,2025,802,Atticus Finch,"negligence, product liability",43,2018-01-17,,
219,2025,803,Atticus Finch,"negligence, malpractice, product liability",32,2018-01-17,,
220,2025,806,Daniel Kafee,negligence,13,2018-01-17,,
221,2025,807,Perry Mason,"product liability, negligence, malpractice",11,2018-01-17,,
222,2025,808,Rachel Zane,"negligence, product liability",10,2018-01-17,,
223,2025,816,Rusty Sabich,malpractice,2,2018-01-17,,
224,2025,820,Atticus Finch,"negligence, malpractice",3,2018-01-17,,
225,2025,823,Ally McBeal,"negligence, malpractice, product liability",88,2018-01-17,,
226,2025,828,Ally McBeal,product liability,398,2018-01-17,,
227,2025,830,Ally McBeal,"negligence, malpractice",134,2018-01-24,Yes,12500.0
228,2025,839,Perry Mason,"product liability, malpractice, negligence",666,2018-01-26,Yes,1000000.0
229,2025,852,Ally McBeal,malpractice,155,2018-01-02,Yes,12500.0
230,2025,857,Perry Mason,malpractice,156,2018-01-02,,
231,2025,858,Patty Hewes,negligence,351,2018-01-02,,
232,2025,861,JoAnee Galloway,product liability,455,2018-01-02,,
233,2025,863,Daniel Kafee,"product liability, negligence",739,2018-01-02,,
234,2025,864,Rachel Zane,"product liability, malpractice",608,2018-01-02,,
235,2025,865,Perry Mason,"malpractice, product liability",696,2018-01-02,,
236,2025,867,Ally McBeal,"malpractice, negligence, product liability",163,2018-01-02,,
237,2025,871,Rusty Sabich,negligence,403,2018-01-22,Yes,12500.0
238,2025,874,Perry Mason,"product liability, malpractice",581,2018-01-31,Yes,1000000.0
239,2025,876,Atticus Finch,product liability,540,2018-01-31,,
240,2025,884,JoAnee Galloway,negligence,509,2018-01-31,,
241,2025,887,Patty Hewes,"malpractice, product liability",591,2018-01-31,,
242,2025,890,Atticus Finch,"product liability, malpractice",618,2018-01-31,,
243,2025,892,Patty Hewes,malpractice,238,2018-01-31,,
244,2025,897,Atticus Finch,"negligence, malpractice, product liability",491,2018-01-31,,
245,2025,898,Rachel Zane,"product liability, negligence",503,2018-01-31,,
246,2025,900,Rusty Sabich,malpractice,230,2018-01-31,,
247,2025,901,Patty Hewes,malpractice,163,2018-01-31,,
248,2025,902,Patty Hewes,malpractice,60,2018-01-27,Yes,20000.0
249,2025,903,Perry Mason,"negligence, product liability",728,2018-01-27,,
250,2025,905,Patty Hewes,product liability,194,2018-01-27,,
251,2025,906,Rachel Zane,"malpractice, product liability",451,2018-01-27,,
252,2025,907,Patty Hewes,"product liability, malpractice, negligence",868,2018-01-27,,
253,2025,912,JoAnee Galloway,"negligence, product liability",725,2018-01-27,,
254,2025,913,Ally McBeal,product liability,485,2018-01-27,,
255,2025,914,Atticus Finch,malpractice,74,2018-01-27,,
256,2025,915,Daniel Kafee,negligence,265,2018-01-27,,
257,2025,922,Patty Hewes,malpractice,77,2018-01-27,,
258,2025,923,Ally McBeal,product liability,241,2018-01-27,,
259,2025,925,Rachel Zane,"malpractice, product liability, negligence",614,2018-01-27,,
260,2025,935,Rusty Sabich,"negligence, malpractice",336,2018-01-27,,
261,2025,939,Atticus Finch,malpractice,17,2018-01-27,,
262,2025,941,Rachel Zane,"malpractice, product liability, negligence",242,2018-01-27,,
263,2025,942,Perry Mason,"malpractice, negligence",533,2018-01-27,,
264,2025,953,Perry Mason,"product liability, malpractice",902,2018-01-27,,
265,2025,954,Perry Mason,negligence,302,2018-01-27,,
266,2025,961,Rachel Zane,malpractice,205,2018-01-27,,
267,2025,962,Atticus Finch,"malpractice, negligence, product liability",529,2018-01-27,,
268,2025,967,Rachel Zane,"malpractice, product liability",727,2018-01-27,,
269,2025,968,Daniel Kafee,negligence,390,2018-01-27,,
270,2025,970,JoAnee Galloway,"malpractice, negligence, product liability",5,2018-01-27,,
271,2025,972,Rachel Zane,"product liability, malpractice",174,2018-01-27,,
272,2025,975,Perry Mason,"product liability, negligence",707,2018-01-27,,
273,2025,978,Patty Hewes,"product liability, negligence",856,2018-01-27,,
274,2025,979,Atticus Finch,"product liability, malpractice",395,2018-01-27,,
275,2025,980,Atticus Finch,product liability,574,2018-01-27,,
276,2025,986,Daniel Kafee,"malpractice, product liability, negligence",310,2018-01-27,,
277,2025,994,Patty Hewes,"malpractice, negligence",481,2018-01-27,,
278,2025,997,Atticus Finch,"malpractice, product liability",617,2018-01-27,,
279,2025,999,Daniel Kafee,"malpractice, negligence, product liability",539,2018-01-27,,
280,2025,1001,JoAnee Galloway,"negligence, malpractice, product liability",608,2018-01-27,,
281,2025,1002,Ally McBeal,negligence,237,2018-01-27,,
282,2025,1005,Perry Mason,malpractice,65,2018-01-27,,
283,2025,1008,Ally McBeal,malpractice,62,2018-01-27,,
284,2025,1010,Perry Mason,negligence,35,2018-01-27,,
285,2025,1012,Rachel Zane,"negligence, product liability",461,2018-01-27,,
286,2025,1014,JoAnee Galloway,"negligence, malpractice",113,2018-01-27,,
287,2025,1016,Rusty Sabich,"negligence, product liability",312,2018-01-27,,
288,2025,1019,Rusty Sabich,malpractice,91,2018-01-27,,
289,2025,1026,Rusty Sabich,"malpractice, product liability, negligence",444,2018-01-27,,
290,2025,1032,Rusty Sabich,"negligence, product liability",169,2018-01-27,,
291,2025,1035,Perry Mason,"product liability, negligence",362,2018-01-27,,
292,2025,1036,Patty Hewes,malpractice,110,2018-01-27,,
293,2025,1053,Rachel Zane,"malpractice, product liability",512,2018-01-27,,
294,2025,1057,Perry Mason,"negligence, malpractice, product liability",696,2018-01-27,,
295,2025,1058,Atticus Finch,"malpractice, negligence",206,2018-01-27,,
296,2025,1062,Atticus Finch,negligence,382,2018-01-27,,
297,2025,1065,JoAnee Galloway,"product liability, negligence",320,2018-01-27,,
298,2025,1069,Atticus Finch,product liability,427,2018-01-27,,
299,2025,1071,JoAnee Galloway,negligence,66,2018-01-27,,
300,2025,1072,JoAnee Galloway,"malpractice, negligence, product liability",697,2018-01-27,,
301,2025,1075,Daniel Kafee,"product liability, malpractice",476,2018-01-27,,
302,2025,1082,Perry Mason,"malpractice, product liability, negligence",841,2018-01-27,,
303,2025,1087,Atticus Finch,malpractice,98,2018-01-27,,
304,2025,1090,JoAnee Galloway,"product liability, malpractice, negligence",373,2018-01-27,,
305,2025,1092,Rachel Zane,"product liability, negligence, malpractice",484,2018-01-27,,
306,2025,1094,Perry Mason,product liability,367,2018-01-27,,
307,2025,1097,JoAnee Galloway,negligence,157,2018-01-27,,
308,2025,1105,Daniel Kafee,"negligence, malpractice, product liability",736,2018-01-27,,
309,2025,1107,Daniel Kafee,negligence,234,2018-01-27,,
310,2025,1109,Daniel Kafee,"malpractice, negligence",338,2018-01-27,,
311,2025,1111,Ally McBeal,"malpractice, negligence, product liability",535,2018-01-27,,
312,2025,1112,Daniel Kafee,negligence,136,2018-01-27,,
313,2025,1117,Daniel Kafee,"malpractice, negligence",198,2018-01-27,,
314,2025,1120,Rachel Zane,"product liability, malpractice, negligence",258,2018-01-27,,
315,2025,1121,Ally McBeal,"negligence, product liability, malpractice",512,2018-01-27,,
316,2025,1126,Atticus Finch,"product liability, malpractice",501,2018-01-27,,
317,2025,1129,Rachel Zane,"product liability, negligence",587,2018-01-27,,
318,2025,1131,Ally McBeal,negligence,71,2018-01-27,,
319,2025,1132,Daniel Kafee,"product liability, negligence, malpractice",439,2018-01-27,,
320,2025,1142,Ally McBeal,"malpractice, negligence",191,2018-01-27,,
321,2025,1145,Patty Hewes,malpractice,85,2018-01-27,,
322,2025,1146,Patty Hewes,negligence,138,2018-01-27,,
323,2025,1150,JoAnee Galloway,"product liability, malpractice",0,2018-01-27,,
324,2025,1153,JoAnee Galloway,"product liability, negligence, malpractice",72,2018-01-27,,
325,2025,1154,Daniel Kafee,negligence,177,2018-01-27,,
326,2025,1157,Patty Hewes,"product liability, malpractice",165,2018-01-27,,
327,2025,1160,Ally McBeal,"malpractice, negligence",58,2018-01-27,,
328,2025,1161,JoAnee Galloway,product liability,239,2018-01-27,,
329,2025,1167,Rusty Sabich,"negligence, malpractice",160,2018-01-27,,
330,2025,1177,Patty Hewes,"malpractice, product liability",135,2018-01-27,,
331,2025,1183,Perry Mason,"malpractice, negligence",108,2018-01-27,,
332,2025,1184,Perry Mason,product liability,123,2018-01-27,,
333,2025,1192,Rusty Sabich,"product liability, malpractice, negligence",471,2018-01-27,,
334,2025,1193,Perry Mason,product liability,251,2018-01-27,,
335,2025,1196,Rachel Zane,"negligence, product liability",48,2018-01-27,,
336,2025,1197,JoAnee Galloway,"negligence, malpractice",130,2018-01-27,,
337,2025,1200,Daniel Kafee,negligence,186,2018-01-27,,
338,2025,1202,Patty Hewes,product liability,313,2018-01-27,,
339,2025,1204,JoAnee Galloway,"product liability, malpractice",66,2018-01-27,,
340,2025,1205,Daniel Kafee,negligence,142,2018-01-27,,
341,2025,1206,Rusty Sabich,negligence,306,2018-01-27,,
342,2025,1207,Rusty Sabich,"product liability, malpractice, negligence",407,2018-01-27,,
343,2025,1208,Rusty Sabich,"negligence, malpractice",68,2018-01-27,,
344,2025,1210,Rusty Sabich,malpractice,51,2018-01-27,,
345,2025,1214,Perry Mason,product liability,199,2018-01-27,,
346,2025,1218,Rusty Sabich,"negligence, product liability",271,2018-01-27,,
347,2025,1220,Atticus Finch,malpractice,100,2018-01-27,,
348,2025,1226,Atticus Finch,"malpractice, product liability, negligence",511,2018-01-27,,
349,2025,1228,Perry Mason,product liability,158,2018-01-27,,
350,2025,1231,Ally McBeal,"malpractice, product liability",7,2018-01-27,,
351,2025,1235,Rachel Zane,negligence,95,2018-01-27,,
352,2025,1236,Patty Hewes,"product liability, negligence",341,2018-01-27,,
353,2025,1239,JoAnee Galloway,"negligence, product liability",103,2018-01-27,,
354,2025,1240,Patty Hewes,product liability,326,2018-01-27,,
355,2025,1242,Rachel Zane,"negligence, product liability",169,2018-01-27,,
356,2025,1244,JoAnee Galloway,malpractice,61,2018-01-27,,
357,2025,1245,Daniel Kafee,"malpractice, negligence",158,2018-01-27,,
358,2025,1247,Atticus Finch,product liability,226,2018-01-27,,
359,2025,1248,Perry Mason,"negligence, malpractice, product liability",271,2018-01-27,,
360,2025,1256,Rusty Sabich,"product liability, negligence",335,2018-01-27,,
361,2025,1258,JoAnee Galloway,negligence,19,2018-01-27,,
362,2025,1262,JoAnee Galloway,"negligence, malpractice, product liability",312,2018-01-27,,
363,2025,1265,Rachel Zane,product liability,33,2018-01-27,,
364,2025,1266,Ally McBeal,negligence,48,2018-01-27,,
365,2025,1268,Perry Mason,"negligence, product liability",318,2018-01-27,,
366,2025,1270,Rusty Sabich,"malpractice, product liability, negligence",408,2018-01-27,,
367,2025,1272,Rusty Sabich,"negligence, product liability, malpractice",223,2018-01-27,,
368,2025,1275,Daniel Kafee,"product liability, malpractice",206,2018-01-27,,
369,2025,1277,Atticus Finch,"malpractice, product liability, negligence",292,2018-01-27,,
370,2025,1278,Perry Mason,"product liability, negligence",585,2018-01-27,,
371,2025,1282,Daniel Kafee,negligence,230,2018-01-27,,
372,2025,1283,Atticus Finch,negligence,129,2018-01-27,,
373,2025,1287,Perry Mason,"product liability, malpractice",212,2018-01-27,,
374,2025,1294,JoAnee Galloway,malpractice,23,2018-01-27,,
375,2025,1296,Atticus Finch,"product liability, malpractice, negligence",377,2018-01-27,,
376,2025,1298,Daniel Kafee,negligence,89,2018-01-27,,
377,2025,1310,Rachel Zane,"product liability, negligence, malpractice",252,2018-01-27,,
378,2025,1311,Perry Mason,malpractice,51,2018-01-27,,
379,2025,1318,Rachel Zane,product liability,181,2018-01-27,,
380,2025,1324,Daniel Kafee,"malpractice, product liability, negligence",204,2018-01-27,,
381,2025,1328,Perry Mason,malpractice,50,2018-01-27,,
382,2025,1333,Atticus Finch,negligence,127,2018-01-27,,
383,2025,1334,Atticus Finch,"product liability, malpractice",67,2018-01-27,,
384,2025,1339,Atticus Finch,malpractice,69,2018-01-27,,
385,2025,1342,Perry Mason,"negligence, malpractice",102,2018-01-27,,
386,2025,1350,JoAnee Galloway,negligence,106,2018-01-27,,
387,2025,1354,Perry Mason,"malpractice, product liability",72,2018-01-27,,
388,2025,1355,Daniel Kafee,"malpractice, negligence, product liability",310,2018-01-27,,
389,2025,1361,Daniel Kafee,"malpractice, product liability",148,2018-01-27,,
390,2025,1367,Ally McBeal,"product liability, negligence, malpractice",203,2018-01-27,,
391,2025,1368,Rachel Zane,"negligence, malpractice",92,2018-01-27,,
